dataset,image_id,method,source_path,niqe,mean_luma,over,under,dark_ratio,contrast,sharpness_proxy,noise_proxy
LIME,8.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/8.png,4.807923741660987,0.2770119607448578,0.0,0.0,0.2370981269220017,0.18653474748134613,150.26260375976562,0.005618643946945667
LIME,9.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/9.bmp,6.5601427347188315,0.10848145931959152,0.02863111111111111,0.5020222222222223,0.8442177777777777,0.2268017679452896,80.11306762695312,0.0034387027844786644
LIME,9.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/9.png,6.54871864498091,0.193283349275589,4.444444444444444e-06,0.0,0.47191555555555553,0.2104603499174118,49.65546798706055,0.0018656899919733405
MEF,Balloons.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Balloons.png,5.956128717379594,0.16312670707702637,0.004557291666666667,0.25308812684365783,0.6400891869469026,0.2031247913837433,105.4736099243164,0.006070967763662338
MEF,Balloons.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Balloons.png,5.3404636252232,0.2889194190502167,0.0,0.0,0.3115263182153392,0.250152051448822,64.36493682861328,0.0032646299805492163
MEF,BelgiumHouse.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/BelgiumHouse.png,3.782895000064253,0.1020408570766449,0.005523681640625,0.19543965657552084,0.7826487223307291,0.16566289961338043,580.0738525390625,0.010008865036070347
MEF,BelgiumHouse.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/BelgiumHouse.png,3.6130203664462783,0.26693490147590637,0.0004526774088541667,0.0,0.1328887939453125,0.20278911292552948,292.8743896484375,0.004398303106427193
MEF,Cadik.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Cadik.png,5.306962142109181,0.15326741337776184,0.0109710693359375,0.3700764973958333,0.7010040283203125,0.2333073765039444,257.53466796875,0.006272667087614536
MEF,Cadik.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Cadik.png,4.848787223844568,0.2505408525466919,5.5948893229166664e-05,0.0,0.4496307373046875,0.2510097026824951,146.9605712890625,0.0028978839982300997
MEF,Candle.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Candle.png,7.970821021038206,0.12150256335735321,0.0019101991758241758,0.03859568166208791,0.6650122338598901,0.14975205063819885,30.60884666442871,0.003322026925161481
MEF,Candle.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Candle.png,7.183474187362883,0.29896798729896545,3.7560096153846156e-05,0.0,0.02967247596153846,0.16765142977237701,25.333402633666992,0.002162206918001175
MEF,Cave.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Cave.png,4.475762637994402,0.05421490967273712,0.0,0.7375895182291666,0.866485595703125,0.12719129025936127,460.9722900390625,0.007301658857613802
MEF,Cave.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Cave.png,3.6154989231172125,0.2143983244895935,0.0,0.0,0.009038289388020834,0.19226226210594177,199.07191467285156,0.007989185862243176
MEF,ChineseGarden.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/ChineseGarden.png,4.4894300949818104,0.15548111498355865,0.0,0.3261144301470588,0.6672047334558824,0.2189057618379593,872.502685546875,0.01890503615140915
MEF,ChineseGarden.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/ChineseGarden.png,4.846629365825692,0.3117137551307678,0.0,0.0,0.12504021139705881,0.2485525906085968,545.0813598632812,0.005670275539159775
MEF,Farmhouse.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Farmhouse.png,6.2482843907070285,0.06271442770957947,0.01110016495601173,0.5812179252199413,0.9050987445014663,0.16158929467201233,675.951171875,0.013200865127146244
MEF,Farmhouse.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Farmhouse.png,4.934332110567914,0.2256380021572113,0.003092925219941349,0.0,0.15189699413489735,0.18690645694732666,314.65960693359375,0.003691967809572816
MEF,House.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/House.png,4.2115871799367435,0.17783069610595703,0.01811236213235294,0.21600413602941176,0.5918830422794118,0.22810330986976624,723.0906982421875,0.010252224281430244
MEF,House.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/House.png,3.8560151333616743,0.3102881908416748,4.021139705882353e-05,0.0,0.24617417279411766,0.2500574290752411,363.86053466796875,0.004408795386552811
MEF,Kluki.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Kluki.png,3.7094330855764492,0.22514989972114563,0.005275155791788856,0.10782853739002933,0.4576383797653959,0.24063992500305176,151.34149169921875,0.010980352759361267
MEF,Kluki.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Kluki.png,4.2079517987812585,0.3752359449863434,0.0,0.0,0.11615652492668621,0.2488814890384674,107.16747283935547,0.0076830629259347916
MEF,Lamp.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Lamp.png,8.310512962535366,0.14121095836162567,0.010879248903508772,0.22312454312865498,0.6554104989035088,0.20905530452728271,248.57054138183594,0.007613484747707844
MEF,Lamp.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Lamp.png,6.662412492587127,0.2542685270309448,0.0,0.0,0.19005276864035087,0.2109059989452362,142.01498413085938,0.003156814491376281
MEF,Landscape.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Landscape.png,5.439571283338074,0.21376867592334747,0.0,0.036273139662756596,0.4834528500733138,0.20421111583709717,40.923099517822266,0.006287486292421818
MEF,Landscape.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Landscape.png,4.8799983484494245,0.3929083049297333,0.0,0.0,0.009553702346041056,0.22562655806541443,32.27943420410156,0.0035072832833975554
MEF,LightHouse.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/LightHouse.png,4.776913272828594,0.2696457803249359,0.0,0.09748391544117647,0.2899758731617647,0.20134329795837402,85.94886779785156,0.009589392691850662
MEF,LightHouse.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/LightHouse.png,4.8926017550943515,0.3419232666492462,0.0,0.0,0.18321461397058825,0.2031909078359604,64.89349365234375,0.007845926098525524
MEF,Madison.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Madison.png,3.3959339223988954,0.10190001875162125,0.0,0.360992431640625,0.6934254964192709,0.1381196826696396,635.2135620117188,0.014068909920752048
MEF,Madison.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Madison.png,3.5171199503227735,0.2543938159942627,0.0,0.0,0.2892201741536458,0.20578768849372864,473.4243469238281,0.00515619246289134
MEF,Memorial.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Memorial.png,3.167560705349891,0.14347702264785767,0.009651072214076246,0.0,0.4243035190615836,0.13211452960968018,546.07763671875,0.0068322475999593735
MEF,Memorial.png,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/MEF/Memorial.png,3.4722357682929106,0.38357123732566833,0.00012028042521994135,0.0,0.0,0.13417823612689972,239.75758361816406,0.017746200785040855
MEF,Office.png,input_low,/home/user/a1_rlef_project/data/unpaired_real/MEF/Office.png,3.13414161011495,0.1281163990497589,0.0,0.10400390625,0.5201171875,0.10459189862012863,199.75904846191406,0.009693370200693607
